end,val,accn,fy,fp,form,filed,frame,label,start
2011-09-24,264000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,264000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,264000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,264000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,264000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,264000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-12-31,283000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-03-31,500000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2012Q1I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-06-30,581000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2012Q2I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-09-29,1051000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2012Q3I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-09-29,1051000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-09-29,1051000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-09-29,1051000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AvailableforsaleSecuritiesGrossUnrealizedGain,
2012-12-29,951000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2012Q4I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2013-03-30,823000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2013Q1I,AvailableforsaleSecuritiesGrossUnrealizedGain,
2011-09-24,2600000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2011Q3I,BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,
2011-09-24,77000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,
2011-09-24,77000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,
2012-09-29,113000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2012Q3I,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,
2012-09-29,113000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,
2010-06-26,508000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2010Q2I,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2010-09-25,535000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010Q3I,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2010-09-25,535000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2011-09-24,167000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2011-09-24,167000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2011-09-24,167000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2012-09-29,245000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2012Q3I,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2012-09-29,245000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,
2012-09-29,8000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2012Q3I,BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,
2012-09-29,8000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,
2013-06-29,167000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2013Q2I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,
2013-12-28,156000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,
2014-03-29,165000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,
2014-06-28,247000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,
2013-06-29,93000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2013Q2I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,
2013-12-28,71000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,
2014-03-29,80000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,
2014-06-28,138000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,
2018-09-29,3400000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2018,CapitalExpendituresIncurredButNotYetPaid,2017-10-01
2008-09-27,11000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008,CapitalizedComputerSoftwareAdditions,2007-09-30
2009-09-26,71000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009,CapitalizedComputerSoftwareAdditions,2008-09-28
2009-09-26,71000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CapitalizedComputerSoftwareAdditions,2008-09-28
2010-09-25,0.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2010,CapitalizedComputerSoftwareAdditions,2009-09-27
2008-09-27,27000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008,CapitalizedComputerSoftwareAmortization,2007-09-30
2009-09-26,25000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009,CapitalizedComputerSoftwareAmortization,2008-09-28
2009-09-26,25000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CapitalizedComputerSoftwareAmortization,2008-09-28
2010-09-25,48000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010,CapitalizedComputerSoftwareAmortization,2009-09-27
2010-09-25,48000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CapitalizedComputerSoftwareAmortization,2009-09-27
2011-09-24,30000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2011,CapitalizedComputerSoftwareAmortization,2010-09-26
2009-09-26,1139000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2009Q3I,Cash,
2009-09-26,1139000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,Cash,
2010-06-26,1926000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2010Q2I,Cash,
2010-09-25,1690000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2010Q3I,Cash,
2006-09-30,6392000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsAtCarryingValue,
2006-09-30,6392000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2006Q3I,CashAndCashEquivalentsAtCarryingValue,
2007-09-29,9352000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,CashAndCashEquivalentsAtCarryingValue,
2007-09-29,9352000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsAtCarryingValue,
2007-09-29,9352000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2007-09-29,9352000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2007Q3I,CashAndCashEquivalentsAtCarryingValue,
2008-06-28,9373000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,CY2008Q2I,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CashAndCashEquivalentsAtCarryingValue,
2008-09-27,11875000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2008Q3I,CashAndCashEquivalentsAtCarryingValue,
2008-12-27,7236000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,CY2008Q4I,CashAndCashEquivalentsAtCarryingValue,
2009-03-28,4466000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,CY2009Q1I,CashAndCashEquivalentsAtCarryingValue,
2009-06-27,5605000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,CashAndCashEquivalentsAtCarryingValue,
2009-06-27,5605000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2009Q2I,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsAtCarryingValue,
2009-09-26,5263000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2009Q3I,CashAndCashEquivalentsAtCarryingValue,
2009-12-26,7609000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,CashAndCashEquivalentsAtCarryingValue,
2009-12-26,7609000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2009Q4I,CashAndCashEquivalentsAtCarryingValue,
2010-03-27,10018000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,CashAndCashEquivalentsAtCarryingValue,
2010-03-27,10018000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2010Q1I,CashAndCashEquivalentsAtCarryingValue,
2010-06-26,9705000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,CashAndCashEquivalentsAtCarryingValue,
2010-06-26,9705000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2010Q2I,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2010-09-25,11261000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2010Q3I,CashAndCashEquivalentsAtCarryingValue,
2010-12-25,10734000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,CashAndCashEquivalentsAtCarryingValue,
2010-12-25,10734000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4I,CashAndCashEquivalentsAtCarryingValue,
2011-03-26,15978000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,CashAndCashEquivalentsAtCarryingValue,
2011-03-26,15978000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2011Q1I,CashAndCashEquivalentsAtCarryingValue,
2011-06-25,12091000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,CashAndCashEquivalentsAtCarryingValue,
2011-06-25,12091000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2011Q2I,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsAtCarryingValue,
2011-09-24,9815000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2011Q3I,CashAndCashEquivalentsAtCarryingValue,
2011-12-31,10310000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,CashAndCashEquivalentsAtCarryingValue,
2011-12-31,10310000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2011Q4I,CashAndCashEquivalentsAtCarryingValue,
2012-03-31,10121000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,CashAndCashEquivalentsAtCarryingValue,
2012-03-31,10121000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2012Q1I,CashAndCashEquivalentsAtCarryingValue,
2012-06-30,7945000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,CashAndCashEquivalentsAtCarryingValue,
2012-06-30,7945000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2012Q2I,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2012-09-29,10746000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2012Q3I,CashAndCashEquivalentsAtCarryingValue,
2012-12-29,16154000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,CashAndCashEquivalentsAtCarryingValue,
2012-12-29,16154000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2012Q4I,CashAndCashEquivalentsAtCarryingValue,
2013-03-30,12053000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,CashAndCashEquivalentsAtCarryingValue,
2013-03-30,12053000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2013Q1I,CashAndCashEquivalentsAtCarryingValue,
2013-06-29,11248000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,CashAndCashEquivalentsAtCarryingValue,
2013-06-29,11248000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2013Q2I,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,CashAndCashEquivalentsAtCarryingValue,
2013-09-28,14259000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2013Q3I,CashAndCashEquivalentsAtCarryingValue,
2013-12-28,14077000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,CashAndCashEquivalentsAtCarryingValue,
2013-12-28,14077000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4I,CashAndCashEquivalentsAtCarryingValue,
2014-03-29,18949000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,CashAndCashEquivalentsAtCarryingValue,
2014-03-29,18949000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2014Q1I,CashAndCashEquivalentsAtCarryingValue,
2014-06-28,12977000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,CashAndCashEquivalentsAtCarryingValue,
2014-06-28,12977000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2014Q2I,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,CashAndCashEquivalentsAtCarryingValue,
2014-09-27,13844000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2014Q3I,CashAndCashEquivalentsAtCarryingValue,
2014-12-27,19478000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,CashAndCashEquivalentsAtCarryingValue,
2014-12-27,19478000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2014Q4I,CashAndCashEquivalentsAtCarryingValue,
2015-03-28,14489000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,CashAndCashEquivalentsAtCarryingValue,
2015-03-28,14489000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2015Q1I,CashAndCashEquivalentsAtCarryingValue,
2015-06-27,15319000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,CashAndCashEquivalentsAtCarryingValue,
2015-06-27,15319000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2015Q2I,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,CashAndCashEquivalentsAtCarryingValue,
2015-09-26,21120000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2015Q3I,CashAndCashEquivalentsAtCarryingValue,
2015-12-26,16689000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,CashAndCashEquivalentsAtCarryingValue,
2015-12-26,16689000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2015Q4I,CashAndCashEquivalentsAtCarryingValue,
2016-03-26,21514000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,CashAndCashEquivalentsAtCarryingValue,
2016-03-26,21514000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2016Q1I,CashAndCashEquivalentsAtCarryingValue,
2016-06-25,18237000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,CashAndCashEquivalentsAtCarryingValue,
2016-06-25,18237000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2016Q2I,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,CashAndCashEquivalentsAtCarryingValue,
